QuoteConfiguration,Product,Location
Sinclair Unbranded Rack Prices,UNLD - 0024,TULSA HOLLY - 1818
Sinclair Unbranded Rack Prices,#2 ULSD - 0032,TULSA MAG - 1819
Sinclair Unbranded Rack Prices,#2 ULSD CFI - 0759,TULSA MAG - 1819
Sinclair Unbranded Rack Prices,#2 ULSD CFI DYED - 0760,TULSA MAG - 1819
Sinclair Unbranded Rack Prices,#2 ULSD DYED - 0034,TULSA MAG - 1819
Sinclair Unbranded Rack Prices,FLEX FUEL - 70% - 0290,TULSA MAG - 1819
Sinclair Unbranded Rack Prices,M/G10% - 0038,TULSA MAG - 1819
Sinclair Unbranded Rack Prices,MGRADE - 0025,TULSA MAG - 1819
Sinclair Unbranded Rack Prices,PRM - 0028,TULSA MAG - 1819
Sinclair Unbranded Rack Prices,PRM10% - 0041,TULSA MAG - 1819
Sinclair Unbranded Rack Prices,PRM9310% - 0043,TULSA MAG - 1819
Sinclair Unbranded Rack Prices,U/L 15% - 1004,TULSA MAG - 1819
Sinclair Unbranded Rack Prices,U/L10% - 0037,TULSA MAG - 1819
Sinclair Unbranded Rack Prices,UNLD - 0024,TULSA MAG - 1819
Sinclair Unbranded Rack Prices,VGRADE - 0023,TULSA MAG - 1819
Sinclair Unbranded Rack Prices,#1 ULSD - 0033,WATERLOO - 1302
Sinclair Unbranded Rack Prices,#1 ULSD CFI - 0410,WATERLOO - 1302
Sinclair Unbranded Rack Prices,#1 ULSD CFI DYED - 0411,WATERLOO - 1302
Sinclair Unbranded Rack Prices,#1 ULSD DYED - 0035,WATERLOO - 1302
Sinclair Unbranded Rack Prices,#2 ULSD - 0032,WATERLOO - 1302
Sinclair Unbranded Rack Prices,#2 ULSD CFI - 0759,WATERLOO - 1302
Sinclair Unbranded Rack Prices,#2 ULSD CFI DYED - 0760,WATERLOO - 1302
Sinclair Unbranded Rack Prices,#2 ULSD DYED - 0034,WATERLOO - 1302
Sinclair Unbranded Rack Prices,#2 ULSD PREM - 0190,WATERLOO - 1302
Sinclair Unbranded Rack Prices,#2 ULSD PREM DYED - 0191,WATERLOO - 1302
Sinclair Unbranded Rack Prices,FLEX FUEL - 70% - 0290,WATERLOO - 1302
Sinclair Unbranded Rack Prices,FLEX FUEL - 80% - 0305,WATERLOO - 1302
Sinclair Unbranded Rack Prices,U/L 15% - 1004,WATERLOO - 1302
Sinclair Unbranded Rack Prices,U/L10% - 0037,WATERLOO - 1302
Sinclair Unbranded Rack Prices,U/L10% 7.8 - 0306,WATERLOO - 1302
Sinclair Unbranded Rack Prices,U/L15% LRVP - 1257,WATERLOO - 1302
Sinclair Unbranded Rack Prices,V-GRADE LRVP - 0705,WATERLOO - 1302
Sinclair Unbranded Rack Prices,VGRADE - 0023,WATERLOO - 1302
Sinclair Unbranded Rack Prices,#1 ULSD - 0033,WATERTOWN MAG - 1946
Sinclair Unbranded Rack Prices,#1 ULSD CFI - 0410,WATERTOWN MAG - 1946
Sinclair Unbranded Rack Prices,#1 ULSD DYED - 0035,WATERTOWN MAG - 1946
Sinclair Unbranded Rack Prices,#2 ULSD - 0032,WATERTOWN MAG - 1946
Sinclair Unbranded Rack Prices,#2 ULSD CFI - 0759,WATERTOWN MAG - 1946
Sinclair Unbranded Rack Prices,#2 ULSD CFI DYED - 0760,WATERTOWN MAG - 1946
Sinclair Unbranded Rack Prices,#2 ULSD DYED - 0034,WATERTOWN MAG - 1946
Sinclair Unbranded Rack Prices,FLEX FUEL - 70% - 0290,WATERTOWN MAG - 1946
Sinclair Unbranded Rack Prices,U/L 15% - 1004,WATERTOWN MAG - 1946
Sinclair Unbranded Rack Prices,U/L10% - 0037,WATERTOWN MAG - 1946
Sinclair Unbranded Rack Prices,U/L10% 7.8 - 0306,WATERTOWN MAG - 1946
Sinclair Unbranded Rack Prices,U/L15% LRVP - 1257,WATERTOWN MAG - 1946
Sinclair Unbranded Rack Prices,V-GRADE LRVP - 0705,WATERTOWN MAG - 1946
Sinclair Unbranded Rack Prices,VGRADE - 0023,WATERTOWN MAG - 1946
Sinclair Unbranded Rack Prices,#2 ULSD - 0032,WICHITA - 1400
Sinclair Unbranded Rack Prices,#2 ULSD CFI - 0759,WICHITA - 1400
Sinclair Unbranded Rack Prices,#2 ULSD CFI DYED - 0760,WICHITA - 1400
Sinclair Unbranded Rack Prices,#2 ULSD DYED - 0034,WICHITA - 1400
Sinclair Unbranded Rack Prices,FLEX FUEL - 70% - 0290,WICHITA - 1400
Sinclair Unbranded Rack Prices,FLEX FUEL - 80% - 0305,WICHITA - 1400
Sinclair Unbranded Rack Prices,M/G10% - 0038,WICHITA - 1400
Sinclair Unbranded Rack Prices,PRM - 0028,WICHITA - 1400
Sinclair Unbranded Rack Prices,PRM10% - 0041,WICHITA - 1400
Sinclair Unbranded Rack Prices,U/L 15% - 1004,WICHITA - 1400
Sinclair Unbranded Rack Prices,U/L10% - 0037,WICHITA - 1400
Sinclair Unbranded Rack Prices,UNLD - 0024,WICHITA - 1400
Sinclair Unbranded Rack Prices,VGRADE - 0023,WICHITA - 1400
Sinclair Unbranded Rack Prices,#1 ULSD - 0033,WOLSEY - 1947
Sinclair Unbranded Rack Prices,#1 ULSD CFI - 0410,WOLSEY - 1947
Sinclair Unbranded Rack Prices,#1 ULSD CFI DYED - 0411,WOLSEY - 1947
Sinclair Unbranded Rack Prices,#1 ULSD DYED - 0035,WOLSEY - 1947
Sinclair Unbranded Rack Prices,#2 ULSD - 0032,WOLSEY - 1947
Sinclair Unbranded Rack Prices,#2 ULSD CFI - 0759,WOLSEY - 1947
Sinclair Unbranded Rack Prices,#2 ULSD CFI DYED - 0760,WOLSEY - 1947
Sinclair Unbranded Rack Prices,#2 ULSD DYED - 0034,WOLSEY - 1947
Sinclair Unbranded Rack Prices,U/L 15% - 1004,WOLSEY - 1947
Sinclair Unbranded Rack Prices,U/L10% - 0037,WOLSEY - 1947
Sinclair Unbranded Rack Prices,U/L10% 7.8 - 0306,WOLSEY - 1947
Sinclair Unbranded Rack Prices,U/L15% LRVP - 1257,WOLSEY - 1947
Sinclair Unbranded Rack Prices,V-GRADE LRVP - 0705,WOLSEY - 1947
Sinclair Unbranded Rack Prices,VGRADE - 0023,WOLSEY - 1947
Sinclair Unbranded Rack Prices,#1 ULSD - 0033,YANKTON - 1948
Sinclair Unbranded Rack Prices,#1 ULSD CFI - 0410,YANKTON - 1948
Sinclair Unbranded Rack Prices,#1 ULSD CFI DYED - 0411,YANKTON - 1948
Sinclair Unbranded Rack Prices,#1 ULSD DYED - 0035,YANKTON - 1948
Sinclair Unbranded Rack Prices,#2 ULSD - 0032,YANKTON - 1948
Sinclair Unbranded Rack Prices,#2 ULSD CFI - 0759,YANKTON - 1948
Sinclair Unbranded Rack Prices,#2 ULSD CFI DYED - 0760,YANKTON - 1948
Sinclair Unbranded Rack Prices,#2 ULSD DYED - 0034,YANKTON - 1948
Sinclair Unbranded Rack Prices,M/G10% - 0038,YANKTON - 1948
Sinclair Unbranded Rack Prices,M/G10% 7.8 - 0307,YANKTON - 1948
Sinclair Unbranded Rack Prices,PREM LRVP - 0079,YANKTON - 1948
Sinclair Unbranded Rack Prices,PREM10% 7.8 - 0308,YANKTON - 1948
Sinclair Unbranded Rack Prices,PRM - 0028,YANKTON - 1948
Sinclair Unbranded Rack Prices,PRM10% - 0041,YANKTON - 1948
Sinclair Unbranded Rack Prices,U/L 15% - 1004,YANKTON - 1948
Sinclair Unbranded Rack Prices,U/L10% - 0037,YANKTON - 1948
Sinclair Unbranded Rack Prices,U/L10% 7.8 - 0306,YANKTON - 1948
Sinclair Unbranded Rack Prices,U/L15% LRVP - 1257,YANKTON - 1948
Sinclair Unbranded Rack Prices,UNLD - 0024,YANKTON - 1948
Sinclair Unbranded Rack Prices,UNLD LRVP - 0077,YANKTON - 1948
Sinclair Unbranded Rack Prices,V-GRADE LRVP - 0705,YANKTON - 1948
Sinclair Unbranded Rack Prices,VGRADE - 0023,YANKTON - 1948
